Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-26,2025-09-03,SOUTH POLE,ADIDAS,"BLACK, GREY, MOUSE, CHOCOLATE, SILVER","M , L , XL , XXL",12,SETS,Imran,SWEATSHIRT,GENTS,WINTER,BHM,"ARM, OTHER:BRICKS EMB. AT SLEEVES",NA,OTHER:NA,NA,FULL ZIPPER (MONKEY HOOD),"MONKEY HOOD.
ADD BRICKS EMB. AT SLEEVE",no,EA (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1t-6B_KX0pXq_FvSgvckYt18-rEwU7T3_,64006,,CH-EMB-0032,24 Sept 2025,"{""items"":[{""shade"":""BLACK"",""qty"":60},{""shade"":""GREY"",""qty"":64},{""shade"":""MOUSE"",""qty"":60},{""shade"":""CHOCOLATE"",""qty"":64},{""shade"":""SILVER"",""qty"":64}],""completeLot"":false,""notedAt"":""2025-09-24T13:27:46.179Z""}","[{""number"":""CH-EMB-0032"",""date"":""24 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":312,""items"":[{""shade"":""BLACK"",""qty"":60},{""shade"":""GREY"",""qty"":64},{""shade"":""MOUSE"",""qty"":60},{""shade"":""CHOCOLATE"",""qty"":64},{""shade"":""SILVER"",""qty"":64}],""receivedDate"":""2025-09-26T14:20:14.152Z"",""embCompleted"":true,""embUpdatedAt"":""2025-10-06T07:44:36.328Z""}]",312,no,,,,,,,,,,,,,,,,,,,,,,
JO-27,2025-09-03,SUEDE,--,"BLACK, OFFWHITE, TAN, D.TAN, COFFEE","M , M , L , L , XL , XXL",20,SETS,Mohit Hosiery,JACKET,GENTS,WINTER,,,,,NA,,"REMOVE BORDER FROM SLEEVE AND BOTTOM. ADD BELT AND CUFF. 
RC JACKET",yes,EA (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1WOTHEFuPQXE_HrLwB3aqrSzBaDF2RKDe,73003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO-28,2025-09-03,PU LEATHER,COACH,"BLACK, BROWN","S, M , M , L , L , XL ","BLACK =30, BROWN =10",SETS,Mohit Hosiery,JACKET,GENTS,WINTER,,,,,NA,,METAL BADGE,yes,EA (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1HvLSsm6MFb9g6yUMz1LX4_NygL02iWAt,73004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO-29,2025-09-03,MH GERMAN  FLEECE,HOOD RICH,"SKY,LIGHT COFFEE, 15%, C.GREEN, AIRFORCE, OFF WHITE,BLACK,NAVY","M , L , L , XL , XXL",25,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,,,BHM,"FRONT, BACK",SS REGULAR PATTERN,,FULL ZIPPER HOODY,no,EA (Order Referred By VARUN JI),,11048,UPPER,CH-PRINT-0006,20 Sept 2025,"{""items"":[{""shade"":""SKY"",""qty"":125},{""shade"":""LIGHT COFFEE"",""qty"":125},{""shade"":""15%"",""qty"":125},{""shade"":""C.GREEN"",""qty"":125},{""shade"":""AIRFORCE"",""qty"":125},{""shade"":""OFF WHITE"",""qty"":125},{""shade"":""BLACK"",""qty"":125},{""shade"":""NAVY"",""qty"":125}],""completeLot"":false,""notedAt"":""2025-09-20T08:38:27.238Z""}","[{""number"":""CH-PRINT-0006"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":1000,""items"":[{""shade"":""SKY"",""qty"":125},{""shade"":""LIGHT COFFEE"",""qty"":125},{""shade"":""15%"",""qty"":125},{""shade"":""C.GREEN"",""qty"":125},{""shade"":""AIRFORCE"",""qty"":125},{""shade"":""OFF WHITE"",""qty"":125},{""shade"":""BLACK"",""qty"":125},{""shade"":""NAVY"",""qty"":125}],""receivedDate"":""2025-09-20T08:41:24.815Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:43:31.938Z""}]",1000,no,,,,,,,,,,,,,,,,,,,,,,
JO-29,2025-09-03,MH GERMAN  FLEECE,HOOD RICH,"SKY,  LIGHT COFFEE, 15%, C.GREEN, AIRFORCE, OFF WHITE,BLACK,NAVY","M , L , L , XL , XXL",25,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,,,BHM,LOGO PRINTING ,SS REGULAR PATTERN,,FULL ZIPPER HOODY,no,EA (Order Referred By VARUN JI),,11049,LOWER,CH-PRINT-0007,20 Sept 2025,"{""items"":[{""shade"":""SKY"",""qty"":125},{""shade"":""LIGHT COFFEE"",""qty"":125},{""shade"":""15%"",""qty"":125},{""shade"":""C.GREEN"",""qty"":125},{""shade"":""AIRFORCE"",""qty"":125},{""shade"":""OFF WHITE"",""qty"":125},{""shade"":""BLACK"",""qty"":125},{""shade"":""NAVY"",""qty"":125}],""completeLot"":false,""notedAt"":""2025-09-20T08:38:29.335Z""}","[{""number"":""CH-PRINT-0007"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":1000,""items"":[{""shade"":""SKY"",""qty"":125},{""shade"":""LIGHT COFFEE"",""qty"":125},{""shade"":""15%"",""qty"":125},{""shade"":""C.GREEN"",""qty"":125},{""shade"":""AIRFORCE"",""qty"":125},{""shade"":""OFF WHITE"",""qty"":125},{""shade"":""BLACK"",""qty"":125},{""shade"":""NAVY"",""qty"":125}],""receivedDate"":""2025-09-20T08:40:21.943Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:43:23.544Z""}]",1000,no,,,,,,,,,,,,,,,,,,,,,,
JO-30,2025-09-06,MH GERMAN  FLEECE,ALL SAINTS,"D.COFFEE, C.GREEN, 15%, BLACK, SKY, BEIGE, NEW COFFEE, RUST,OFF-WHITE","M , L , L , XL , XXL",25,SETS,Mohit Hosiery,SWEATSHIRT,GENTS,WINTER,,,BHM,,SS Pattern,CROSS HODDIE,"1.FRONT &BACK PRINTING.               2.KANGAROO POCKET.
3. OFF WHITE COLOUR ALSO.",no,EA (Order Referred By VARUN JI),,11050,,CH-PRINT-0018,29 Sept 2025,"{""items"":[{""shade"":""15%"",""qty"":110},{""shade"":""BLACK"",""qty"":140},{""shade"":""SKY"",""qty"":110},{""shade"":""BEIGE"",""qty"":125},{""shade"":""NEW COFFEE"",""qty"":125},{""shade"":""RUST"",""qty"":125},{""shade"":""OFF-WHITE"",""qty"":130}],""completeLot"":false,""notedAt"":""2025-09-29T05:56:52.229Z""}","[{""number"":""CH-PRINT-0018"",""date"":""29 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":865,""items"":[{""shade"":""15%"",""qty"":110},{""shade"":""BLACK"",""qty"":140},{""shade"":""SKY"",""qty"":110},{""shade"":""BEIGE"",""qty"":125},{""shade"":""NEW COFFEE"",""qty"":125},{""shade"":""RUST"",""qty"":125},{""shade"":""OFF-WHITE"",""qty"":130}],""receivedDate"":""2025-09-29T05:57:12.962Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-29T10:09:12.798Z""}]",865,no,,,,,,,,,,,,,,,,,,,,,,
JO-31,2025-09-06,MH GERMAN  FLEECE,ALL SAINTS,"OFF. WHITE, BLACK, LIGHT GREEN, B.GREEN, AIR FORCE, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,SWEATSHIRT,GENTS,WINTER,NA,,BHM,"FRONT, BACK",AEROPLANE PATTERN,CROSS HODDIE,AEROPLANE PATTERN. FRONT AND BACK FOR PRINTING .,no,EA (Order Referred By VARUN JI),,11051,,CH-PRINT-0008,20 Sept 2025,"{""items"":[{""shade"":""OFF. WHITE"",""qty"":110},{""shade"":""BLACK"",""qty"":120},{""shade"":""LIGHT GREEN"",""qty"":120},{""shade"":""B.GREEN"",""qty"":120},{""shade"":""AIR FORCE"",""qty"":120},{""shade"":""15%"",""qty"":115}],""completeLot"":false,""notedAt"":""2025-09-20T08:39:38.084Z""}","[{""number"":""CH-PRINT-0008"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":705,""items"":[{""shade"":""OFF. WHITE"",""qty"":110},{""shade"":""BLACK"",""qty"":120},{""shade"":""LIGHT GREEN"",""qty"":120},{""shade"":""B.GREEN"",""qty"":120},{""shade"":""AIR FORCE"",""qty"":120},{""shade"":""15%"",""qty"":115}],""receivedDate"":""2025-09-20T08:40:14.662Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:42:13.766Z""}]",705,no,,,,,,,,,,,,,,,,,,,,,,
JO-32,2025-09-08,BONDED,ADIDAS,"GREY, BLACK, FAWN, COFFE","M,L,XL, 2XL",12,SETS,Imran,SWEATSHIRT,GENTS,WINTER,BHM,OTHER:panel for embroidery(gulla),NA,,na,,MATCHING CUTTING TIME PASS KARWANE HAI,no,EA (Order Referred By varun goyal),https://drive.google.com/uc?export=download&id=1RHRofuoZkdtS5PeJ1GR9TDLgk8biBTgY,64007,,CH-EMB-0023,23 Sept 2025,"{""items"":[{""shade"":""GREY"",""qty"":48},{""shade"":""BLACK"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFE"",""qty"":48}],""completeLot"":false,""notedAt"":""2025-09-23T06:38:08.477Z""}","[{""number"":""CH-EMB-0023"",""date"":""23 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":192,""items"":[{""shade"":""GREY"",""qty"":48},{""shade"":""BLACK"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFE"",""qty"":48}],""receivedDate"":""2025-09-24T13:23:57.560Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-30T10:10:33.665Z""}]",192,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-33,2025-09-08,BONDED,THE NORTH FACE,"FAWN , BOTTEL GREEN, CHOCOLATE, SILVER, MOUSE","M, L, XL, 2XL",12,SETS,Imran,SWEATSHIRT,GENTS,WINTER,BHM,FRONT,NA,,na,SW HOODIE,"1.CONTRAST LIGHT WITH DARK.
2.MATCHING CUTTING KE TIME PASS KARWA LENA",no,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1o_FsnjSNUBFZ0L5tC9OP-SstRsITDMz6,64008,,CH-EMB-0024,23 Sept 2025,"{""items"":[{""shade"":""FAWN"",""qty"":80},{""shade"":""BOTTEL GREEN"",""qty"":72},{""shade"":""CHOCOLATE"",""qty"":68},{""shade"":""SILVER"",""qty"":80},{""shade"":""MOUSE"",""qty"":72}],""completeLot"":false,""notedAt"":""2025-09-23T09:12:51.177Z""}","[{""number"":""CH-EMB-0024"",""date"":""23 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":372,""items"":[{""shade"":""FAWN"",""qty"":80},{""shade"":""BOTTEL GREEN"",""qty"":72},{""shade"":""CHOCOLATE"",""qty"":68},{""shade"":""SILVER"",""qty"":80},{""shade"":""MOUSE"",""qty"":72}],""receivedDate"":""2025-10-08T07:27:18.664Z"",""embCompleted"":true,""embUpdatedAt"":""2025-10-11T12:40:45.122Z""}]",372,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-34,2025-09-08,MICKEY FABRIC,NORTH FACE,"BLACK, OLIVE,  FAWN, COFFEE","M,L,XL,2XL",12,SETS,Imran,LOWER,GENTS,WINTER,BHM,,NA,,na,,"JOGGER STYLE - PUMA
EMB.
PUMA- ONE8
TAFTA MATCHING CUTTING KE TIME KARWANA HAI.",no,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1KW5SXOJGWjySMAT33Oyk257kiJCphd1m,64009,,CH-EMB-0072,9 Oct 2025,"{""items"":[{""shade"":""BLACK"",""qty"":48},{""shade"":""OLIVE"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFEE"",""qty"":48},{""shade"":""D.GREY"",""qty"":48}],""completeLot"":false,""notedAt"":""2025-10-09T10:19:12.138Z""}","[{""number"":""CH-EMB-0072"",""date"":""9 Oct 2025"",""by"":"""",""completeLot"":false,""totalQty"":240,""items"":[{""shade"":""BLACK"",""qty"":48},{""shade"":""OLIVE"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFEE"",""qty"":48},{""shade"":""D.GREY"",""qty"":48}],""receivedDate"":""2025-10-11T12:40:12.774Z"",""embCompleted"":true,""embUpdatedAt"":""2025-10-14T06:14:41.188Z""}]",240,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-35,2025-09-08,MICKEY FABRIC,COLUMBIA,"BLACK, OLIVE, DGREY, FAWN, COFFEE","M,L,XL,2XL",12,SETS,Imran,LOWER,GENTS,WINTER,BHM,,NA,,na,,"JOGGER STYLE - COLUMBIA
EMB.
TITANIUM.
TAFTA MATCHING CUTTING KE TIME KARWANA HAI.",no,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1KW5SXOJGWjySMAT33Oyk257kiJCphd1m,64010,,CH-EMB-0073,9 Oct 2025,"{""items"":[{""shade"":""BLACK"",""qty"":48},{""shade"":""OLIVE"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFEE"",""qty"":48}],""completeLot"":false,""notedAt"":""2025-10-09T10:19:13.358Z""}","[{""number"":""CH-EMB-0073"",""date"":""9 Oct 2025"",""by"":"""",""completeLot"":false,""totalQty"":192,""items"":[{""shade"":""BLACK"",""qty"":48},{""shade"":""OLIVE"",""qty"":48},{""shade"":""FAWN"",""qty"":48},{""shade"":""COFFEE"",""qty"":48}],""receivedDate"":""2025-10-11T12:40:27.638Z"",""embCompleted"":true,""embUpdatedAt"":""2025-10-14T06:14:44.823Z""}]",192,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-36,2025-09-08,MICKEY FABRIC,PUMA,"L.GREY (BLACK), COFFEE (KHAKHI), BLACK (OLIVE), KHAKI (BLACK), OLIVE (BLACK)","M,L,XL,2XL",12,SETS,Imran,LOWER,GENTS,WINTER,BHM,"LEFT, RIGHT",NA,,16-17 Mohri ,,"Jogger style, 
Puma emb.at left side
Motorsports emb. At right side bottom",no,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1GSEpZLCOoLjdTm2-0PHI5J_XOvFOpEi_,64011,,CH-EMB-0078,10 Oct 2025,"{""items"":[{""shade"":""L.GREY (BLACK)"",""qty"":48},{""shade"":""COFFEE (KHAKHI)"",""qty"":48},{""shade"":""BLACK (OLIVE)"",""qty"":48},{""shade"":""KHAKI (BLACK)"",""qty"":48},{""shade"":""OLIVE (BLACK)"",""qty"":48}],""completeLot"":false,""notedAt"":""2025-10-10T07:19:34.142Z""}","[{""number"":""CH-EMB-0078"",""date"":""10 Oct 2025"",""by"":"""",""completeLot"":false,""totalQty"":240,""items"":[{""shade"":""L.GREY (BLACK)"",""qty"":48},{""shade"":""COFFEE (KHAKHI)"",""qty"":48},{""shade"":""BLACK (OLIVE)"",""qty"":48},{""shade"":""KHAKI (BLACK)"",""qty"":48},{""shade"":""OLIVE (BLACK)"",""qty"":48}],""receivedDate"":""2025-10-11T05:25:07.902Z"",""embCompleted"":true,""embUpdatedAt"":""2025-10-17T07:01:03.215Z""}]",240,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-37,2025-09-08,Q20,NIKE,"KHAKHI, OLIVE, COFFEE","M , L , L , XL , XXL",35,SETS,Mohit Hosiery,JACKET,GENTS,WINTER,BHM,,NA,,na,JACKET(WIND CHEATER),WIND CHEATER.SAME AS SAMPLE,no,EA (Order Referred By j.p sir),https://drive.google.com/uc?export=download&id=1y6lS_0bH6oza4Gt9v1caZU67Sb7r1uJe,73005,,CH-EMB-0003,19 Sept 2025,"{""items"":[{""shade"":""KHAKHI"",""qty"":150},{""shade"":""OLIVE"",""qty"":150},{""shade"":""COFFEE"",""qty"":145}],""completeLot"":false,""notedAt"":""2025-09-19T11:01:24.480Z""}","[{""number"":""CH-EMB-0003"",""date"":""19 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":445,""items"":[{""shade"":""KHAKHI"",""qty"":150},{""shade"":""OLIVE"",""qty"":150},{""shade"":""COFFEE"",""qty"":145}],""receivedDate"":""2025-09-19T11:01:55.351Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:11:38.799Z""}]",445,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-38,2025-09-08,Q20,NORTH FACE,"KHAKHI, OLIVE, COFFEE","M , L , L , XL , XXL",35,SETS,Mohit Hosiery,JACKET,GENTS,WINTER,BHM,,NA,,na,JACKET(WIND CHEATER),REMOVE RIGHT SIDE UPPER ZIPPER POCKET(WIND CHEATER.),no,EA (Order Referred By j.p sir),https://drive.google.com/uc?export=download&id=1y6lS_0bH6oza4Gt9v1caZU67Sb7r1uJe,73006,,CH-EMB-0006,20 Sept 2025,"{""items"":[{""shade"":""KHAKHI"",""qty"":150},{""shade"":""OLIVE"",""qty"":150},{""shade"":""COFFEE"",""qty"":140}],""completeLot"":false,""notedAt"":""2025-09-20T07:42:04.756Z""}","[{""number"":""CH-EMB-0006"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":440,""items"":[{""shade"":""KHAKHI"",""qty"":150},{""shade"":""OLIVE"",""qty"":150},{""shade"":""COFFEE"",""qty"":140}],""receivedDate"":""2025-09-20T07:42:48.598Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:11:56.864Z""}]",440,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-39,2025-09-08,PEAIR PRINT,NIKE,"D.GREY, COFFEE, SILVER, CAMEL, FAWN","M , L , L , XL , XXL",35,SETS,Mohit Hosiery,JACKET,GENTS,WINTER,BHM,,NA,,na,JACKET(WIND CHEATER),WIND CHEATER.SAME AS SAMPLE,no,EA (Order Referred By j.p sir),https://drive.google.com/uc?export=download&id=1GyNpSaAVz0wbg2kMGXo3FNfOef4lo2QW,73007,,CH-EMB-0010,20 Sept 2025,"{""items"":[{""shade"":""D.GREY"",""qty"":160},{""shade"":""COFFEE"",""qty"":160},{""shade"":""SILVER"",""qty"":155},{""shade"":""CAMEL"",""qty"":160},{""shade"":""FAWN"",""qty"":160}],""completeLot"":false,""notedAt"":""2025-09-20T08:13:03.592Z""}","[{""number"":""CH-EMB-0010"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":795,""items"":[{""shade"":""D.GREY"",""qty"":160},{""shade"":""COFFEE"",""qty"":160},{""shade"":""SILVER"",""qty"":155},{""shade"":""CAMEL"",""qty"":160},{""shade"":""FAWN"",""qty"":160}],""receivedDate"":""2025-09-20T08:13:37.023Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-20T08:13:42.934Z""}]",795,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-40,2025-09-08,LEADER KNIT,ADIDAS,"OLIVE, MOUSE, BROWN, DEEP GREY, OLIVE","M , L , L , XL , XXL",35,SETS,Mohit Hosiery,JACKET,GENTS,WINTER,BHM,,NA,,na,JACKET(WIND CHEATER),ADDIDAS BRICK BIG LOGO EMB.,no,EA (Order Referred By j.p sir),https://drive.google.com/uc?export=download&id=1GyNpSaAVz0wbg2kMGXo3FNfOef4lo2QW,73008,,CH-EMB-0042,30 Sept 2025,"{""items"":[{""shade"":""OLIVE"",""qty"":160},{""shade"":""MOUSE"",""qty"":155},{""shade"":""BROWN"",""qty"":160},{""shade"":""DEEP GREY"",""qty"":155},{""shade"":""COFFEE"",""qty"":155}],""completeLot"":false,""notedAt"":""2025-09-30T08:54:31.026Z""}","[{""number"":""CH-EMB-0042"",""date"":""27 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":630,""items"":[{""shade"":""OLIVE"",""qty"":160},{""shade"":""MOUSE"",""qty"":155},{""shade"":""BROWN"",""qty"":160},{""shade"":""DEEP GREY"",""qty"":155}],""receivedDate"":""2025-09-27T10:24:33.407Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-27T10:24:36.069Z""},{""number"":""CH-EMB-0042"",""date"":""30 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":155,""items"":[{""shade"":""COFFEE"",""qty"":155}],""receivedDate"":""2025-09-30T10:08:51.499Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-30T10:08:58.253Z""}]",785,no,,,,,,,,,,,,,,,,,,,,,,9/8/2025
JO-41,2025-09-10,KT-5077,ZARA,"COFFEE, TAN, OFF. WHITE, BLACK","M , L , L , XL , XXL",25,SETS,Mohit Hosiery,SHACKET,GENTS,WINTER,,,,,na,,,yes,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=10o6-MSUjrVXskcaCFLCd8Gj_qPVMG-7A,11052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/10/2025
JO-42,2025-09-11,Q20,NORTH FACE,"KHAKHI, OLIVE, COFFEE","M , L , L , XL , XXL",30,SETS,SS,WINDCHEATER,GENTS,WINTER,BHM,,NA,,MH Pattern,,WIND CHEATER.SAME AS SAMPLE,no,EA (Order Referred By J.P.SIR),https://drive.google.com/uc?export=download&id=171uzWEhl0JYZ3w2QRDGV3iIobl_t_0Ou,61001,,CH-EMB-0011,20 Sept 2025,"{""items"":[{""shade"":""KHAKHI"",""qty"":160},{""shade"":""OLIVE"",""qty"":160},{""shade"":""COFFEE"",""qty"":175}],""completeLot"":false,""notedAt"":""2025-09-20T08:13:12.010Z""}","[{""number"":""CH-EMB-0011"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":495,""items"":[{""shade"":""KHAKHI"",""qty"":160},{""shade"":""OLIVE"",""qty"":160},{""shade"":""COFFEE"",""qty"":175}],""receivedDate"":""2025-09-20T12:21:56.682Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-30T10:09:13.169Z""}]",495,no,,,,,,,,,,,,,,,,,,,,,,9/11/2025
JO-43,2025-09-11,Q20,ADIDAS,"KHAKHI, OLIVE, COFFEE","M , L , L , XL , XXL",25,SETS,SS,WINDCHEATER,GENTS,WINTER,BHM,,NA,,NA,,ADDIDAS THREE BONE SELF,no,EA (Order Referred By J.P SIR),https://drive.google.com/uc?export=download&id=171uzWEhl0JYZ3w2QRDGV3iIobl_t_0Ou,61002,,CH-EMB-0012,20 Sept 2025,"{""items"":[{""shade"":""KHAKHI"",""qty"":125},{""shade"":""OLIVE"",""qty"":125},{""shade"":""COFFEE"",""qty"":130}],""completeLot"":false,""notedAt"":""2025-09-20T08:14:19.338Z""}","[{""number"":""CH-EMB-0012"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":380,""items"":[{""shade"":""KHAKHI"",""qty"":125},{""shade"":""OLIVE"",""qty"":125},{""shade"":""COFFEE"",""qty"":130}],""receivedDate"":""2025-09-23T05:39:04.459Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-24T13:24:31.167Z""}]",380,no,,,,,,,,,,,,,,,,,,,,,,9/11/2025
JO-44,2025-09-13,HILISTER KT 6206,HOLISTER,"CAMEL, BLACK, OLIVE","M , M , L , L , XL , XXL",15,SETS,SS,LOWER,GENTS,WINTER,BHM,,NA,OTHER:na,KOREAN PATTERN,,KOREAN PATTERN WITHOUT POCKET,no,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1Gutavh8wa3ievguRn2U50z9i3rQgrRGO,61003,,CH-EMB-0013,20 Sept 2025,"{""items"":[{""shade"":""CAMEL"",""qty"":90},{""shade"":""BLACK"",""qty"":90},{""shade"":""OLIVE"",""qty"":90}],""completeLot"":false,""notedAt"":""2025-09-20T08:14:53.351Z""}","[{""number"":""CH-EMB-0013"",""date"":""20 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":270,""items"":[{""shade"":""CAMEL"",""qty"":90},{""shade"":""BLACK"",""qty"":90},{""shade"":""OLIVE"",""qty"":90}],""receivedDate"":""2025-09-24T08:13:05.237Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-30T10:09:42.802Z""}]",270,no,,,,,,,,,,,,,,,,,,,,,,9/13/2025
JO-45,2025-09-13,REBIRTH,ADIDAS,"BUTTER (KHAKHI), KHAKHI (BUTTER), BLACK (BUTTER), BLACK (KHAKHI)","M , M , L , L , XL , XXL",15,SETS,SS,SWEATSHIRT,GENTS,WINTER,,,,,SS Pattern,SWEATSHIRT HOODIE,PHOTO FOR REFENCE OF HD BRICK FROM MONGIA,yes,EA (Order Referred By varun ji),https://drive.google.com/uc?export=download&id=1VpX7vWKojbx7rVZZG0gmR4COWKfOQBnd,61004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/13/2025
JO-46,2025-09-13,TIE DIE FLEECE & KAMO,NIKE,"OFFWHITE (TIE DIE FLEECE), OLIVE (TIE DIE FLEECE), FAWN (TIE DIE FLEECE), CAMEL (KAMO), MOUSE (KAMO), BLACK (KAMO)","M , L , L , XL , XXL",3,ROLLS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,POCKET,NA,,KOREAN PATTERN,korean pattern,CARGO STYLE SINGLE POCKET EMBRODIERY,no,EA (Order Referred By Varun Goyal),https://drive.google.com/uc?export=download&id=1zm7i0dDjzckhrSI9dS8o1WZBnGIU4t5J,11053,,CH-EMB-0027,24 Sept 2025,"{""items"":[{""shade"":""OFFWHITE (TIE DIE FLEECE)"",""qty"":85},{""shade"":""OLIVE (TIE DIE FLEECE)"",""qty"":85},{""shade"":""FAWN (TIE DIE FLEECE)"",""qty"":110},{""shade"":""CAMEL (KAMO)"",""qty"":100},{""shade"":""MOUSE (KAMO)"",""qty"":100},{""shade"":""BLACK (KAMO)"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-09-24T08:11:05.457Z""}","[{""number"":""CH-EMB-0027"",""date"":""24 Sept 2025"",""by"":"""",""completeLot"":false,""totalQty"":580,""items"":[{""shade"":""OFFWHITE (TIE DIE FLEECE)"",""qty"":85},{""shade"":""OLIVE (TIE DIE FLEECE)"",""qty"":85},{""shade"":""FAWN (TIE DIE FLEECE)"",""qty"":110},{""shade"":""CAMEL (KAMO)"",""qty"":100},{""shade"":""MOUSE (KAMO)"",""qty"":100},{""shade"":""BLACK (KAMO)"",""qty"":100}],""receivedDate"":""2025-09-24T08:12:34.029Z"",""embCompleted"":true,""embUpdatedAt"":""2025-09-24T08:12:37.905Z""}]",580,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,9/13/2025
